gas_id,target_batch,model,budget,frozen_nrmse,light_nrmse,mae_f,mae_l,slope,d_ref,seed,ratio,mae_ratio
CO,5,random_forest,4,0.0733907988273597,0.101127113757786,0.268525179856115,0.370418209936173,0.8036582033209144,-0.0640463770543749,20260826,1.3779263255557637,1.3794542848259361
CO,5,xgboost,4,0.0690107902755066,0.1036895806347197,0.2569756904094339,0.3855321658864368,0.7910610338897891,0.1832912582733853,20260826,1.5025125813045692,1.5002670691230622
CO,5,pls,5,0.0822174721446088,0.1233850342249048,0.2958795530870369,0.466713133866764,0.7651371184635225,0.6279138548989499,20260826,1.5007154927834334,1.5773754184679134
CO,5,random_forest,5,0.0733907988273597,0.1012144492442469,0.2685251798561152,0.3708781326302495,0.8045183689641205,-0.1620841219413201,20260826,1.3791163314946053,1.3811670578862603
CO,5,xgboost,5,0.0690107902755066,0.10259208776103,0.2569756904094339,0.3795526446238968,0.7831680445791083,0.0748549341050066,20260826,1.4866093744392623,1.476998248430284
CO,5,pls,6,0.0822174721446088,0.1105628555136953,0.2958795530870369,0.4189977377287689,0.7979784838550845,0.5090352377262793,20260826,1.3447610663489022,1.4161091341297085
CO,5,random_forest,6,0.0733907988273597,0.0948193394353992,0.268525179856115,0.3459866289078049,0.8209496522618959,-0.2292792596907072,20260826,1.2919785715706238,1.2884699643184165
CO,5,xgboost,6,0.0690107902755066,0.0930138004226023,0.2569756904094339,0.3439766515887733,0.8070331567638325,-0.0144395391576946,20260826,1.3478153206371102,1.3385571648459142
CO,5,pls,8,0.0822174721446088,0.1013775421843448,0.2958795530870369,0.3858931841279668,0.802207824715238,0.3400652432017673,20260826,1.2330413419429411,1.304223898210537
CO,5,random_forest,8,0.0733907988273597,0.082254646556033,0.268525179856115,0.3039496516950609,0.8402534602567682,-0.1117815592854512,20260826,1.1207760083048572,1.1319223465670054
CO,5,xgboost,8,0.0690107902755066,0.0855105326655702,0.2569756904094339,0.3134078705553286,0.8102193177478717,-0.0688723386922003,20260826,1.239089312326274,1.2196012395413063
CO,5,pls,10,0.0822174721446088,0.1000972401168485,0.2958795530870369,0.3813460763181912,0.8046631236704335,0.2100169380268791,20260826,1.2174692009600068,1.2888557939859169
CO,5,random_forest,10,0.0733907988273597,0.0783542844911326,0.2685251798561151,0.2888646880004109,0.8767013670771705,-0.09926792407425,20260826,1.0676308984651974,1.0757452547101705
CO,5,xgboost,10,0.0690107902755066,0.0800404689155106,0.2569756904094339,0.295263566267416,0.8389550220579289,-0.0785180005196472,20260826,1.1598254214445456,1.1489941550384741
CO,5,pls,20,0.0822174721446088,0.0832172309567707,0.2958795530870369,0.311055818617229,0.9855211377658954,0.0319290604807303,20260826,1.0121599312905591,1.0512920388443596
CO,5,random_forest,20,0.0733907988273597,0.0711067619828841,0.268525179856115,0.261092765956541,1.004007806252741,-0.1790580923836566,20260826,0.9688784305257606,0.9723213521221491
CO,5,xgboost,20,0.0690107902755066,0.0667090176097593,0.2569756904094339,0.2445484109508969,0.9934796218244718,-0.1631433686652605,20260826,0.9666461917540994,0.9516402526685038
CO,5,pls,50,0.0822174721446088,0.0814596358984695,0.2958795530870369,0.3018600484050191,0.9893064652035192,-0.043142460464157,20260826,0.9907825401782436,1.0202126008897376
CO,5,random_forest,50,0.0733907988273597,0.0704475761226343,0.268525179856115,0.2613974724169423,0.9904536451133304,-0.2293090610940929,20260826,0.9598965707997147,0.9734560928588075
CO,5,xgboost,50,0.0690107902755066,0.0665271492029772,0.2569756904094339,0.2424420839027776,0.9867449102380746,-0.2008019628494417,20260826,0.9640108298627772,0.9434436522633708
CO,6,pls,0,0.0615553715562399,0.0615553715562399,0.2121128584138461,0.2121128584138461,0.9442126041790848,,20260826,1.0,1.0
CO,6,random_forest,0,0.0476180777189675,0.0476180777189675,0.1554291044776118,0.1554291044776117,0.937073372042864,,20260826,1.0,0.9999999999999994
CO,6,xgboost,0,0.0528854217363982,0.0528854217363982,0.1712450648866482,0.1712450648866482,0.9525820136634268,,20260826,1.0,1.0
CO,6,pls,2,0.0615553715562399,0.0641607720107493,0.2121128584138461,0.220922039662888,1.0533360733277597,0.1505389185491824,20260826,1.0423261266830137,1.0415306328664649
CO,6,random_forest,2,0.0476180777189675,0.0479327659617025,0.1554291044776118,0.1509311382623133,1.0642029928500123,-0.0548814054348762,20260826,1.0066085877004995,0.9710609783771457
CO,6,xgboost,2,0.0528854217363982,0.0537574367061921,0.1712450648866482,0.1778892620651412,1.1061849409083355,0.0434922284013214,20260826,1.0164887589275615,1.0387993498258823
CO,6,pls,3,0.0615553715562399,0.0699109109905034,0.2121128584138461,0.2534625899122204,1.0763310846306149,0.552836603401038,20260826,1.135740216052948,1.1949421256569852
CO,6,random_forest,3,0.0476180777189675,0.0481668521670543,0.1554291044776118,0.1509572914458873,1.0609435215048366,-0.2283072655646464,20260826,1.0115244981396678,0.971229242767923
CO,6,xgboost,3,0.0528854217363982,0.0533789215948257,0.1712450648866482,0.1749022523678367,1.101908825143309,-0.1362956158296344,20260826,1.0093314914058413,1.021356454760371
